source_run_dir,source_model_name,model_name,slice_id,family,prompt_family,operation_type,composition_depth,component_ids,n_metrics,n_underperforming_metrics,n_outperforming_metrics,n_zero_metrics,underperforming_metric_rate,outperforming_metric_rate,mean_residual,median_residual,mean_residual_z,median_residual_z,max_abs_residual_z,verdict,underperforming_metrics,outperforming_metrics
results/pythia_model_sweep_v31_mid_smoke/pythia-1b_n16,EleutherAI/pythia-1b,EleutherAI/pythia-1b,comp_max_then_compare,arithmetic,arithmetic,max_then_compare,2,arith_max2;arith_compare,5,3,2,0,0.6,0.4,-0.0907874278971421,-0.243831448258275,-0.2421526011404641,-0.4178500450029986,1.2063610891435617,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr,mean_logprob_correct;mean_logprob_margin
results/pythia_model_sweep_v31_mid_smoke/pythia-1b_n16,EleutherAI/pythia-1b,EleutherAI/pythia-1b,comp_reverse_then_last,string,string,reverse_then_last,2,word_reverse2;word_last,5,3,2,0,0.6,0.4,-0.1028539142359664,-0.2107844501746348,-0.2254423377840806,-0.1811311228332883,0.7707829675457071,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr,mean_logprob_correct;mean_logprob_margin
results/pythia_model_sweep_v31_mid_smoke/pythia-1b_n16,EleutherAI/pythia-1b,EleutherAI/pythia-1b,comp_sub_then_compare,arithmetic,arithmetic,sub_then_compare,2,arith_sub_small;arith_compare,5,3,2,0,0.6,0.4,-0.0617660096451823,-0.1829001490174405,0.2345584886370769,0.1962599666733494,1.5179674236529237,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr,mean_logprob_correct;mean_logprob_margin
results/pythia_model_sweep_v31_mid_smoke/pythia-1b_n16,EleutherAI/pythia-1b,EleutherAI/pythia-1b,comp_reverse_then_first,string,string,reverse_then_first,2,word_reverse2;word_first,5,3,2,0,0.6,0.4,-0.0380198365796973,-0.091349052769705,0.4312890676948041,0.3954957244207627,1.1189785938186012,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr,mean_logprob_correct;mean_logprob_margin
results/pythia_model_sweep_v31_mid_smoke/pythia-1b_n16,EleutherAI/pythia-1b,EleutherAI/pythia-1b,comp_first_then_same,string,string,first_then_same,2,word_first;word_same,5,3,2,0,0.6,0.4,-0.0224759457872503,-0.1279353580403004,0.3952659630331699,0.4412548165579061,1.041675470144202,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr,mean_logprob_correct;mean_logprob_margin
results/pythia_model_sweep_v31_mid_smoke/pythia-1b_n16,EleutherAI/pythia-1b,EleutherAI/pythia-1b,comp_retrieve_then_compare,retrieval,retrieval,retrieve_then_compare,2,retrieval_number;arith_compare,5,3,2,0,0.6,0.4,0.0966988726906122,-0.0183999326581707,1.4967977435579003,1.7396887008026451,2.155886396704997,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr,mean_logprob_correct;mean_logprob_margin
results/pythia_model_sweep_v31_mid_smoke/pythia-1.4b_n16,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_add_then_compare,arithmetic,arithmetic,add_then_compare,2,arith_add_small;arith_compare,5,5,0,0,1.0,0.0,-0.4581059777325175,-0.5086393370627529,-0.9812131468817816,-1.0810009473961104,1.5170034365779463,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct;mean_logprob_margin,
results/pythia_model_sweep_v31_mid_smoke/pythia-1.4b_n16,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_retrieve_then_color,retrieval,retrieval,retrieve_then_color,2,retrieval_object;semantic_color_lookup,5,5,0,0,1.0,0.0,-0.3227439758584656,-0.417424670967777,-0.1389613751761496,-0.855800598091135,1.3350051179014506,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct;mean_logprob_margin,
results/pythia_model_sweep_v31_mid_smoke/pythia-1.4b_n16,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_max_then_compare,arithmetic,arithmetic,max_then_compare,2,arith_max2;arith_compare,5,5,0,0,1.0,0.0,-0.3825432286715977,-0.346482595152461,-0.1722096619324136,0.1066897299586657,0.9869849176845438,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct;mean_logprob_margin,
results/pythia_model_sweep_v31_mid_smoke/pythia-1.4b_n16,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_reverse_then_last,string,string,reverse_then_last,2,word_reverse2;word_last,5,4,1,0,0.8,0.2,-0.4017364542570922,-0.4519592517429631,-0.567955564381962,-0.8672732911561336,1.6584932952381974,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_model_sweep_v31_mid_smoke/pythia-1.4b_n16,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_add_then_even,arithmetic,arithmetic,add_then_parity,2,arith_add_small;arith_even,5,4,1,0,0.8,0.2,-0.3859686923261979,-0.5106653366549159,-0.4957788874489311,-0.1705881671793735,1.399786318200636,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_model_sweep_v31_mid_smoke/pythia-1.4b_n16,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_sub_then_compare,arithmetic,arithmetic,sub_then_compare,2,arith_sub_small;arith_compare,5,4,1,0,0.8,0.2,-0.3542163126077013,-0.3445080043011105,-0.0258692643579832,0.1636855009930686,0.7116491719477434,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_model_sweep_v31_mid_smoke/pythia-1.4b_n16,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_first_then_same,string,string,first_then_same,2,word_first;word_same,5,4,1,0,0.8,0.2,-0.3982408108380675,-0.3420623429841963,-0.2287093564599842,0.1987677257470941,1.3307044858117107,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_model_sweep_v31_mid_smoke/pythia-1.4b_n16,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_reverse_then_same,string,string,reverse_then_same,2,word_reverse2;word_same,5,4,1,0,0.8,0.2,-0.2536009117670046,-0.2483580808463141,0.8046657046735233,0.38014957681357,1.5429252188537443,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_model_sweep_v31_mid_smoke/pythia-1.4b_n16,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_reverse_then_first,string,string,reverse_then_first,2,word_reverse2;word_first,5,4,1,0,0.8,0.2,-0.2591359159238351,-0.2978143785819218,0.6675010992524462,0.8334905392997652,1.833231349480448,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_model_sweep_v31_mid_smoke/pythia-1.4b_n16,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_retrieve_then_compare,retrieval,retrieval,retrieve_then_compare,2,retrieval_number;arith_compare,5,4,1,0,0.8,0.2,-0.1692061981951186,-0.2562936324780049,1.1385304527132385,1.341206197178561,2.22989608174869,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_model_sweep_v32/pythia-1b_n64,EleutherAI/pythia-1b,EleutherAI/pythia-1b,comp_add_then_even,arithmetic,arithmetic,add_then_parity,2,arith_add_small;arith_even,5,4,1,0,0.8,0.2,-0.0642606149380929,-0.1303565834527043,-1.0259779242813418,-1.3791219191086774,1.6252217151009192,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_model_sweep_v32/pythia-1b_n64,EleutherAI/pythia-1b,EleutherAI/pythia-1b,comp_first_then_same,string,string,first_then_same,2,word_first;word_same,5,4,1,0,0.8,0.2,-0.0235478930068392,-0.0913619053026474,-0.5328887726872552,-0.8073165950919156,1.290714927073368,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_model_sweep_v32/pythia-1b_n64,EleutherAI/pythia-1b,EleutherAI/pythia-1b,comp_reverse_then_same,string,string,reverse_then_same,2,word_reverse2;word_same,5,4,1,0,0.8,0.2,-0.0247690514593094,-0.1446281478145137,-0.1836795961951423,0.2091989037040973,1.7629901439463445,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_model_sweep_v32/pythia-1b_n64,EleutherAI/pythia-1b,EleutherAI/pythia-1b,comp_reverse_then_first,string,string,reverse_then_first,2,word_reverse2;word_first,5,4,1,0,0.8,0.2,0.0158270216479327,-0.0228142896170178,0.3336241154511778,0.5030481502588467,1.1921335331402534,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_model_sweep_v32/pythia-1b_n64,EleutherAI/pythia-1b,EleutherAI/pythia-1b,comp_add_then_compare,arithmetic,arithmetic,add_then_compare,2,arith_add_small;arith_compare,5,3,2,0,0.6,0.4,-0.0093234739726263,-0.0846137380708291,-0.3784719300594806,-1.042512365455531,1.4053433042897172,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr,mean_logprob_correct;mean_logprob_margin
results/pythia_model_sweep_v32/pythia-1b_n64,EleutherAI/pythia-1b,EleutherAI/pythia-1b,comp_sub_then_compare,arithmetic,arithmetic,sub_then_compare,2,arith_sub_small;arith_compare,5,3,2,0,0.6,0.4,-0.0160802333939747,-0.1084943688318755,-0.3544842112478519,-0.9199474453058284,1.3619089019452166,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr,mean_logprob_correct;mean_logprob_margin
results/pythia_model_sweep_v32/pythia-1b_n64,EleutherAI/pythia-1b,EleutherAI/pythia-1b,comp_reverse_then_last,string,string,reverse_then_last,2,word_reverse2;word_last,5,3,2,0,0.6,0.4,0.0309251398090944,-0.0601008651290329,0.2968157696371942,0.1593394102568048,0.8644526439953066,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr,mean_logprob_correct;mean_logprob_margin
results/pythia_model_sweep_v32/pythia-1b_n64,EleutherAI/pythia-1b,EleutherAI/pythia-1b,comp_retrieve_then_color,retrieval,retrieval,retrieve_then_color,2,retrieval_object;semantic_color_lookup,5,3,2,0,0.6,0.4,-0.0123698394138293,-0.0467185975404591,0.081896381377901,0.3792503671067062,1.662693783999148,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr,mean_logprob_correct;mean_logprob_margin
results/pythia_model_sweep_v32/pythia-1b_n64,EleutherAI/pythia-1b,EleutherAI/pythia-1b,comp_max_then_compare,arithmetic,arithmetic,max_then_compare,2,arith_max2;arith_compare,5,3,2,0,0.6,0.4,0.072857497619716,-0.0299667112479387,0.5796995224235058,0.5196717221951652,0.9905283288188378,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr,mean_logprob_correct;mean_logprob_margin
results/pythia_model_sweep_v32/pythia-1b_n64,EleutherAI/pythia-1b,EleutherAI/pythia-1b,comp_retrieve_then_compare,retrieval,retrieval,retrieve_then_compare,2,retrieval_number;arith_compare,5,2,3,0,0.4,0.6,0.1017372870569408,0.0428393184913862,1.1834666455812932,1.4778163504136066,1.932572000468509,consistent_outperforming_observational,accuracy;mean_correct_mrr,mean_correct_margin;mean_logprob_correct;mean_logprob_margin
results/pythia_model_sweep_v32/pythia-1p4b_n64,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_add_then_compare,arithmetic,arithmetic,add_then_compare,2,arith_add_small;arith_compare,5,5,0,0,1.0,0.0,-0.1907776051105305,-0.2247804623298106,-0.5873273022282384,-0.5070068390302738,0.9086163628608726,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct;mean_logprob_margin,
results/pythia_model_sweep_v32/pythia-1p4b_n64,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_sub_then_compare,arithmetic,arithmetic,sub_then_compare,2,arith_sub_small;arith_compare,5,5,0,0,1.0,0.0,-0.1486458159852354,-0.1483618625091882,-0.0527910967308592,0.0235263264276929,0.9182804010262788,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct;mean_logprob_margin,
results/pythia_model_sweep_v32/pythia-1p4b_n64,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_max_then_compare,arithmetic,arithmetic,max_then_compare,2,arith_max2;arith_compare,5,5,0,0,1.0,0.0,-0.1697713955221276,-0.1872614427863578,0.035025082528209,0.1160092682330153,0.9314751474061638,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct;mean_logprob_margin,
results/pythia_model_sweep_v32/pythia-1p4b_n64,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_first_then_same,string,string,first_then_same,2,word_first;word_same,5,4,1,0,0.8,0.2,-0.2158186619513139,-0.2492604674680664,-0.9388898891052392,-1.0900439380786275,1.7561110046105746,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_model_sweep_v32/pythia-1p4b_n64,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_reverse_then_last,string,string,reverse_then_last,2,word_reverse2;word_last,5,4,1,0,0.8,0.2,-0.1258993781169244,-0.2089888029991036,-0.3710963943307735,-0.7211342859638179,1.3974375897781752,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_model_sweep_v32/pythia-1p4b_n64,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_add_then_even,arithmetic,arithmetic,add_then_parity,2,arith_add_small;arith_even,5,4,1,0,0.8,0.2,-0.161853139345906,-0.2292427356119311,-0.6860639869335989,-0.4347504611894461,1.934874468737069,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_model_sweep_v32/pythia-1p4b_n64,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_reverse_then_same,string,string,reverse_then_same,2,word_reverse2;word_same,5,4,1,0,0.8,0.2,-0.1307118097282522,-0.1755040043675464,0.1232752611421632,0.3013186870699423,0.5019286005279718,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_model_sweep_v32/pythia-1p4b_n64,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_reverse_then_first,string,string,reverse_then_first,2,word_reverse2;word_first,5,4,1,0,0.8,0.2,-0.084874960686762,-0.2096404871223423,0.5220277743677327,0.5886462680269561,2.042901244824566,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_model_sweep_v32/pythia-1p4b_n64,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_retrieve_then_color,retrieval,retrieval,retrieve_then_color,2,retrieval_object;semantic_color_lookup,5,4,1,0,0.8,0.2,-0.0556388150769798,-0.0572365617308454,1.0540898555827545,1.487270791896562,1.7013528135438702,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_margin,mean_logprob_correct
results/pythia_model_sweep_v32/pythia-1p4b_n64,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_retrieve_then_compare,retrieval,retrieval,retrieve_then_compare,2,retrieval_number;arith_compare,5,3,2,0,0.6,0.4,-0.0368535328719143,-0.0481087066005546,0.9017506957078536,0.9513871138056786,2.077489122383396,consistent_underperforming_observational,accuracy;mean_correct_mrr;mean_logprob_margin,mean_correct_margin;mean_logprob_correct
